MANUTENÇÕES CORRETIVAS REALIZADAS INTERNAMENTE DURANTE O CONTRATO SL ENGENHARIA HOSPITALAR E HOSPITAL DAS CLÍNICAS;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11
201804291;RAIO X MÓVEL;CR 7;INTECAL;HCPE-1736;760.733;515A;RAIO-X (UDI);28/11/2018 17:55;11/12/2018 17:00;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
201804297;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0721;758.654;20120035339;HEMODIÁLISE;29/11/2018 11:00;05/12/2018 09:49;SUBSTITUIÇÃO DE PEÇA;0,00
201804299;OXÍMETRO DE PULSO PORTÁTIL;N-560;NELLCOR;HCPE-2037;407.204;;CENTRO OBSTÉTRICO;29/11/2018 12:05;29/11/2018 12:17;TESTE DE FUNCIONAMENTO;0,00
201804301;FONTE DE LUZ PARA ENDOSCOPIA;EXERA CLV-160;OLYMPUS;HCPE-2061;760.715;7112121;ENDOSCOPIA;29/11/2018 14:23;30/11/2018 11:45;SUBSTITUIÇÃO DE LÂMPADA;0,00
201804304;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;29/11/2018 14:24;05/12/2018 08:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
201804315;CABO DE ECG;3 VIAS;PHILIPS;HCPE-1196;;;9° SUL;30/11/2018 11:56;06/12/2018 10:48;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
201804318;BALANÇA NEO/PEDIÁTRICA;BP BABY (ELETRÔNICA);FILIZOLA;HCPE-1879;757.897;7497/01;UTI NEONATAL;30/11/2018 12:11;30/11/2018 12:30;TESTE DE FUNCIONAMENTO;0,00
201804319;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0863;;43971M/00;6° SUL;30/11/2018 12:02;30/11/2018 12:03;CALIBRAÇÃO - REALIZAÇÃO;0,00
201804320;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1391;;45231M/00;BLOCO CIRÚRGICO;30/11/2018 12:03;30/11/2018 12:04;ANÁLISE DE REQUISIÇÃO;0,00
201804321;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2185;;64293M/00;CENTRAL DE EQUIPAMENTOS;30/11/2018 12:05;30/11/2018 12:06;ANÁLISE DE REQUISIÇÃO;0,00
201804322;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2060;;64269M/00;CENTRAL DE EQUIPAMENTOS;30/11/2018 12:07;30/11/2018 12:08;ANÁLISE DE REQUISIÇÃO;0,00
201804323;CENTRÍFUGA DE TUBOS;80-2B;HT CENTRIBIO;HCPE-1030;411.646;241;HEMOTERAPIA;30/11/2018 14:40;30/11/2018 16:10;TESTE DE FUNCIONAMENTO;0,00
201804324;REFRATOR DE GREENS MANUAL;BR 7;SHIN-NIPPON;HCPE-1103;760.786;8Z416;OFTALMOLOGIA;30/11/2018 17:41;30/11/2018 18:45;ANÁLISE - REALIZAÇÃO;0,00
201804326;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;;PREMIUM;HCPE-1805;;;CENTRAL DE EQUIPAMENTOS;30/11/2018 17:42;03/12/2018 14:20;REPARO DE ACESSÓRIO;0,00
201804444;FONTE DE LUZ PARA ENDOSCOPIA;EXERA CLE 145;OLYMPUS;HCPE-1689;;70000675;ENDOSCOPIA;03/12/2018 13:37;04/12/2018 08:40;AJUSTE/ REPARO - ESTRUTURA FÍSICA;0,00
201804445;MONITOR MULTIPARAMÉTRICO;VITA 600;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-0624;409.300;V600000102;UTI NEONATAL;03/12/2018 13:41;03/12/2018 16:30;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
201804446;BERÇO AQUECIDO;BA;OLIDEF CZ;HCPE-0527;407.127;BA99446;UTI NEONATAL;03/12/2018 13:42;03/12/2018 16:45;SUBSTITUIÇÃO DE PEÇA;3,90
201804447;BERÇO AQUECIDO;BA 51 TS;FANEM;HCPE-0804;757.396;TX7461;9° NORTE (MATERNIDADE);03/12/2018 13:42;03/12/2018 18:00;AJUSTE/ REPARO - PLACA ELETRÔNICA;0,00
201804449;BALANÇA DE PLATAFORMA;LD1050;LÍDER;HCPE-0765;756.971;42208;PSIQUIATRIA(7°N);03/12/2018 13:53;05/12/2018 08:50;SUBSTITUIÇÃO DE PEÇA;0,00
201804450;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-1811;406.047;141604;CENTRAL DE EQUIPAMENTOS;03/12/2018 08:01;03/12/2018 15:20;CALIBRAÇÃO - REALIZAÇÃO;0,00
201804451;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;;PREMIUM;HCPE-1805;;;OFTALMOLOGIA;03/12/2018 13:10;03/12/2018 16:16;ANÁLISE - REALIZAÇÃO;0,00
201804453;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;03/12/2018 15:20;05/12/2018 08:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
201804454;APARELHO DE ANESTESIA;DX 5020;DIXTAL;HCPE-0107;756.153;122800197;CIRURGIA AMBULATORIAL;03/12/2018 08:50;03/12/2018 12:00;SUBSTITUIÇÃO DE PEÇA;0,00
201804455;APARELHO DE ANESTESIA;DX 5020;DIXTAL;HCPE-0048;413.704;122800200;CIRURGIA AMBULATORIAL;04/12/2018 09:50;04/12/2018 12:00;ANÁLISE - REALIZAÇÃO;0,00
201804458;PINÇA BIPOLAR PARA BISTURI;;;HCPE-1622;;;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);04/12/2018 10:15;04/12/2018 12:05;AJUSTE/ REPARO - ESTRUTURA FÍSICA;0,00
201804459;CABO DE PINÇA BIPOLAR PARA BISTURI;;;HCPE-1623;;;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);04/12/2018 10:18;04/12/2018 13:30;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
201804460;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;04/12/2018 11:04;04/12/2018 11:10;TESTE DE FUNCIONAMENTO;0,00
201804464;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0749;758.295;20120070747;NEFROLOGIA;05/12/2018 08:00;05/12/2018 08:50;ORIENTAÇÃO;0,00
201804465;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0673;;65011M/00;URCC;05/12/2018 09:00;05/12/2018 09:30;ANÁLISE - REALIZAÇÃO;0,00
201804466;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2109;;64303M/00;CENTRAL DE EQUIPAMENTOS;05/12/2018 09:00;05/12/2018 10:43;RESET DA SENHA;0,00
201804467;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1593;;64258M/00;BLOCO CIRÚRGICO;05/12/2018 08:50;05/12/2018 09:15;ANÁLISE - REALIZAÇÃO;0,00
201804468;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0042;;44013M/00;AMB. ONCOLOGIA;05/12/2018 10:38;05/12/2018 13:35;VERIFICAÇÃO;0,00
201804469;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0179;;44969M/00;10° SUL;05/12/2018 10:43;05/12/2018 14:10;TESTE DE FUNCIONAMENTO;0,00
201804470;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0397;756.642;20120069235;8° SUL (DIP / COVID);05/12/2018 12:04;06/12/2018 11:19;SUBSTITUIÇÃO DE PEÇA;180,30
201804480;MICROSCÓPIO BINOCULAR;CX31;OLYMPUS;HCPE-2062;759.330;5A03187;AMB. DERMATOLOGIA;05/12/2018 09:00;05/12/2018 17:30;VERIFICAÇÃO;0,00
201804481;RESFRIADOR (CHILLER);TERM015;FRIOTEC;HCPE-1943;;1385;RESSONÂNCIA (UDI);04/12/2018 09:00;04/12/2018 14:30;REPARO DE ACESSÓRIO;0,00
201804484;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0230;758.903;20120068029;11° SUL;06/12/2018 11:00;06/12/2018 17:02;SUBSTITUIÇÃO DE PEÇA;180,30
201804485;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0339;757.043;20120070703;8° NORTE;06/12/2018 11:35;07/12/2018 17:27;SUBSTITUIÇÃO DE PEÇA;180,30
201804486;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0812;775.214;20120035312;9° NORTE (MATERNIDADE);06/12/2018 17:03;06/12/2018 18:00;SUBSTITUIÇÃO DE PEÇA;0,00
201804487;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0814;757.731;20120069245;9° NORTE (MATERNIDADE);06/12/2018 17:03;07/12/2018 08:27;SUBSTITUIÇÃO DE PEÇA;0,00
201804488;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0164;758.268;20120067971;10° SUL;06/12/2018 17:04;06/12/2018 18:00;ANÁLISE DE REQUISIÇÃO;0,00
201804489;MICROSCÓPIO BINOCULAR;CX41;OLYMPUS;HCPE-2187;759.292;2H06010;AMB. DERMATOLOGIA;06/12/2018 09:00;07/12/2018 08:15;AJUSTE/ REPARO - PLACA ELETRÔNICA;0,00
201804490;CENTRÍFUGA DE TUBOS;CT12;PRESVAC;HCPE-0003;413.370;498;ANATOMIA PATOLÓGICA;07/12/2018 13:47;13/12/2018 14:45;SUBSTITUIÇÃO DE PEÇA;0,00
201804494;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-1811;406.047;141604;CENTRAL DE EQUIPAMENTOS;06/12/2018 17:56;06/12/2018 19:00;ANÁLISE DE REQUISIÇÃO;0,00
201804495;CABO DE PINÇA BIPOLAR PARA BISTURI;;;HCPE-1623;;;GENÉRICO;07/12/2018 15:56;11/12/2018 08:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
201804500;INSUFLADOR DE CO2 PARA HISTERO-LAPAROSCOPIA;TERMOFLATOR (26432020);KARL STORZ;HCPE-2090;407.911;WV18610;BLOCO CIRÚRGICO;10/12/2018 08:48;10/12/2018 16:10;TESTE DE FUNCIONAMENTO;0,00
201804507;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;10/12/2018 17:55;12/12/2018 10:51;REPARO DE ACESSÓRIO;0,00
201804512;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1446;414.636;20120074084;HEMODINÂMICA;11/12/2018 16:04;13/05/2019 11:00;ANÁLISE - NENHUM DEFEITO DETECTADO;0,00
201804513;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-2125;758.216;20120070535;11° NORTE;11/12/2018 16:04;06/06/2019 15:00;TESTE DE FUNCIONAMENTO;0,00
201804516;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;12/12/2018 11:51;12/12/2018 14:41;REPARO DE ACESSÓRIO;0,00
201804517;PINÇA BIPOLAR PARA BISTURI;;;HCPE-1622;;;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);12/12/2018 12:44;12/12/2018 12:45;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
201804519;BALANÇA DE BANCADA;UDC POP;URANO;HCPE-1284;413.061;;HEMOTERAPIA;12/12/2018 15:08;12/12/2018 16:20;VERIFICAÇÃO;0,00
201804520;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0461;;45211M/00;UTI GERAL / URCC;12/12/2018 15:28;12/12/2018 16:50;TESTE DE FUNCIONAMENTO;0,00
201804523;INCUBADORA NEONATAL;VISION 2286;FANEM;HCPE-0531;760.732;CK2833;UTI NEONATAL;12/12/2018 13:00;12/12/2018 15:25;TESTE DE FUNCIONAMENTO;0,00
201804526;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;13/12/2018 09:35;18/12/2018 14:48;REPARO DE ACESSÓRIO;0,00
201804531;ECOCARDIÓGRAFO;VIVID I;GE;HCPE-0025;;VI21314VI;AMB. CARDIOLOGIA;13/12/2018 14:57;17/12/2018 10:00;ANÁLISE DE REQUISIÇÃO;0,00
201804532;TOMÓGRAFO COMPUTADORIZADO;AQUILION CXL-TSX-101 A/Q;TOSHIBA;HCPE-1473;414.972;QCB14Y2316;RAIO-X (UDI);13/12/2018 15:57;13/12/2018 16:30;VERIFICAÇÃO;0,00
201804546;APARELHO DE ANESTESIA;AESTIVA/5MRI;GE;HCPE-0923;;AMTV00262;RESSONÂNCIA (UDI);17/12/2018 08:00;17/12/2018 08:50;ORIENTAÇÃO;0,00
201804548;REFRIGERADOR PARA SANGUE;BS 150D;INDREL;HCPE-1024;413.053;30697;HEMOTERAPIA;17/12/2018 09:00;20/12/2018 10:00;SUBSTITUIÇÃO DE PEÇA;12,00
201804549;CABO DE PINÇA BIPOLAR PARA BISTURI;;;HCPE-1623;;;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);17/12/2018 11:52;17/12/2018 12:00;TESTE DE FUNCIONAMENTO;0,00
201804550;CABO DE ECG PARA MONITOR;5 VIAS;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-2057;;;BLOCO CIRÚRGICO;17/12/2018 15:32;20/12/2018 08:00;SUBSTITUIÇÃO DE ACESSÓRIO;215,00
201804551;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0806;406.092;141752;9° NORTE (MATERNIDADE);17/12/2018 16:25;18/12/2018 11:00;VERIFICAÇÃO;0,00
201804552;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-2151;406.062;141707;9° NORTE (MATERNIDADE);17/12/2018 16:26;19/12/2018 08:40;VERIFICAÇÃO;0,00
201804553;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1406;407.825;20120066012;BLOCO CIRÚRGICO;17/12/2018 16:27;04/01/2019 09:00;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
201804559;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1403;407.821;20120069111;BLOCO CIRÚRGICO;18/12/2018 08:30;18/12/2018 09:00;SUBSTITUIÇÃO DE PEÇA;3,90
201804560;COLCHÃO DE AR (ACESSÓRIO);;-;HCPE-1896;;;UTI GERAL / URCC;18/12/2018 11:07;19/12/2018 15:50;REPARO DE ACESSÓRIO;0,00
201804563;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;18/12/2018 16:40;21/12/2018 08:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
201804565;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0429;;64142M/00;UTI GERAL / URCC;18/12/2018 13:01;18/12/2018 13:31;TESTE DE FUNCIONAMENTO;0,00
201804566;CARDIOTOCÓGRAFO;BT-350;BISTOS;HCPE-1822;407.281;AFF20035;TRIAGEM OB. 1°A;18/12/2018 17:09;19/12/2018 10:55;VERIFICAÇÃO;0,00
201804567;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;MANUAL;MEDICATE;HCPE-1807;;;GENÉRICO;18/12/2018 17:07;18/12/2018 18:30;SUBSTITUIÇÃO DE PEÇA;0,00
201804568;FONTE DE LUZ PARA ENDOSCOPIA;EXERA CLE 145;OLYMPUS;HCPE-1689;;70000675;ENDOSCOPIA;18/12/2018 17:44;18/12/2018 18:00;VERIFICAÇÃO;0,00
201804570;BANHO MARIA;BM02;KACIL;HCPE-1022;413.067;;HEMOTERAPIA;19/12/2018 08:39;19/12/2018 09:56;CONFIGURAÇÃO;0,00
201804580;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;MANUAL;MEDICATE;HCPE-1807;;;GENÉRICO;19/12/2018 16:05;20/12/2018 14:08;REPARO DE ACESSÓRIO;0,00
201804581;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0686;406.090;141693;CENTRAL DE EQUIPAMENTOS;19/12/2018 16:06;15/01/2019 08:46;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
201804583;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-2117;406.097;141722;CENTRAL DE EQUIPAMENTOS;19/12/2018 16:10;20/12/2018 10:01;VERIFICAÇÃO;0,00
201804584;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0902;410.933;20120074148;6° SUL;19/12/2018 16:00;20/12/2018 10:35;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
201804585;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0900;756.601;20120065967;6° SUL;19/12/2018 14:00;19/12/2018 15:30;REPARO DE ACESSÓRIO;3,90
201804586;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0893;410.932;20120070526;6° SUL;19/12/2018 15:30;19/12/2018 16:00;VERIFICAÇÃO;0,00
201804587;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0899;410.973;20120070640;6° SUL;19/12/2018 16:09;19/12/2018 18:00;REPARO DE ACESSÓRIO;180,30
201804591;APARELHO DE ANESTESIA;AESTIVA/5MRI;GE;HCPE-0923;;AMTV00262;RESSONÂNCIA (UDI);20/12/2018 11:09;20/12/2018 12:00;ANÁLISE DE REQUISIÇÃO;0,00
201804593;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;;PREMIUM;HCPE-1805;;;9° NORTE (MATERNIDADE);20/12/2018 13:00;11/03/2019 10:30;TESTE DE FUNCIONAMENTO;14,00
201804594;ECOCARDIÓGRAFO;VIVID I;GE;HCPE-0025;;VI21314VI;AMB. CARDIOLOGIA;20/12/2018 11:23;21/12/2018 17:00;TESTE DE FUNCIONAMENTO;0,00
201804596;FOCO CIRÚRGICO FIXO;BLUELINE 30/80;MAQUET;HCPE-2159;407.234;01001435;CENTRO OBSTÉTRICO;17/12/2018 13:00;21/12/2018 12:00;REPARO DE ACESSÓRIO;0,00
201804597;MONITOR DE DIAGNÓSTICO;MFCD-1219 TS;BARCO;HCPE-1469;414.864;9383603942;RAIO-X (UDI);20/12/2018 13:01;20/12/2018 17:00;ALTERAÇÃO / ATUALIZAÇÃO DOS DADOS;0,00
201804599;PINÇA BIPOLAR PARA BISTURI;;;HCPE-1622;;;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);21/12/2018 08:38;21/12/2018 08:40;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
201804605;APARELHO DE ANESTESIA;DX 5020;DIXTAL;HCPE-1477;407.892;122800213;TOMOGRAFIA (UDI);21/12/2018 11:09;21/12/2018 16:30;ANÁLISE - NENHUM DEFEITO DETECTADO;0,00
201804611;BANHO MARIA;BM02;KACIL;HCPE-1022;413.067;;HEMOTERAPIA;21/12/2018 16:15;21/12/2018 17:00;ORIENTAÇÃO;0,00
201804614;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0367;756.638;20120043227;8° SUL (DIP / COVID);26/12/2018 11:19;27/12/2018 09:30;SUBSTITUIÇÃO DE PEÇA;0,00
201804615;BALANÇA NEO/PEDIÁTRICA;BP BABY (ELETRÔNICA);FILIZOLA;HCPE-2200;757.390;8915/02;9° NORTE (MATERNIDADE);26/12/2018 11:41;26/12/2018 12:21;VERIFICAÇÃO;0,00
201804616;BALANÇA NEO/PEDIÁTRICA;BP BABY (ELETRÔNICA);FILIZOLA;HCPE-2201;757.399;8913/02;9° NORTE (MATERNIDADE);26/12/2018 11:43;26/12/2018 14:40;REPARO DE ACESSÓRIO;3,90
201804619;APARELHO DE ANESTESIA;DX 5020;DIXTAL;HCPE-1306;759.652;122800198;CIRURGIA AMBULATORIAL;17/12/2018 13:05;17/12/2018 17:40;ANÁLISE - REALIZAÇÃO;0,00
201804624;FOTOTERAPIA CONVENCIONAL (FLUORESCENTE);006 OFL;FANEM;HCPE-1595;756.038;;9° NORTE (MATERNIDADE);27/12/2018 13:42;28/12/2018 08:50;SUBSTITUIÇÃO DE LÂMPADA;0,00
201804625;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0817;406.088;141745;9° NORTE (MATERNIDADE);27/12/2018 13:42;27/12/2018 15:40;VERIFICAÇÃO;0,00
201804636;BALANÇA DE PLATAFORMA;LD1050;LÍDER;HCPE-0198;758.471;42217;10° NORTE;28/12/2018 08:36;03/01/2019 15:45;ANÁLISE - REALIZAÇÃO;0,00
201804642;PINÇA BIPOLAR PARA BISTURI;;;HCPE-1622;;;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);28/12/2018 11:04;28/12/2018 11:10;REPARO DE ACESSÓRIO;0,00
201804643;PINÇA BIPOLAR PARA BISTURI;;;HCPE-1622;;;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);28/12/2018 11:10;28/12/2018 11:20;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
201804644;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1403;407.821;20120069111;BLOCO CIRÚRGICO;28/12/2018 13:35;18/01/2019 10:10;LUBRIFICAÇÃO;0,00
201804645;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;UTI GERAL / URCC;28/12/2018 13:40;28/12/2018 18:00;TESTE DE FUNCIONAMENTO;0,00
201804648;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;MANUAL;MEDICATE;HCPE-1807;;;CENTRAL DE EQUIPAMENTOS;28/12/2018 11:03;03/01/2019 09:28;REPARO DE ACESSÓRIO;0,00
201804649;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-1237;406.042;141683;CENTRO OBSTÉTRICO;28/12/2018 12:10;06/02/2019 11:22;SUBSTITUIÇÃO DE ACESSÓRIO;17,38
201804650;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-1268;406.012;141710;CENTRO OBSTÉTRICO;28/12/2018 12:10;06/02/2019 11:27;SUBSTITUIÇÃO DE ACESSÓRIO;17,38
201804651;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-1249;406.034;141681;CENTRO OBSTÉTRICO;28/12/2018 12:12;06/02/2019 11:29;SUBSTITUIÇÃO DE ACESSÓRIO;17,38
201804652;MICROSCÓPIO BINOCULAR;BX41TF;OLYMPUS;HCPE-0209;413.399;2K07729;ANATOMIA PATOLÓGICA;28/12/2018 14:51;02/01/2019 09:10;VERIFICAÇÃO;0,00
201804653;PLACA AQUECEDORA;PA2014;LUPETEC;HCPE-2216;763.931;170058;ANATOMIA PATOLÓGICA;28/12/2018 14:52;28/01/2019 12:00;SUBSTITUIÇÃO DE PEÇA;239,15
201900114;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-2023;410.815;20120066983;UTI GERAL / URCC;02/01/2019 08:38;02/01/2019 09:38;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
201900115;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1153;417.047;20120034525;PET SCAN;24/12/2018 09:00;24/12/2018 11:20;AJUSTE/ REPARO - PLACA ELETRÔNICA;3,90
201900128;CABO DE ECG PARA ERGOMETRIA;11 VIAS;MICROMED;HCPE-2204;;;TESTE ERGOMÉTRICO;03/01/2019 08:37;04/01/2019 10:00;ANÁLISE - REALIZAÇÃO;0,00
201900129;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1678;;64166M/00;CENTRAL DE EQUIPAMENTOS;02/01/2019 14:00;02/01/2019 17:58;TESTE DE FUNCIONAMENTO;0,00
201900130;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0677;;64353M/00;URCC;02/01/2019 14:00;02/01/2019 14:35;TESTE DE FUNCIONAMENTO;0,00
201900135;CENTRÍFUGA DE MICRO-HEMATÓCRITO;EV-024;EVLAB;HCPE-2083;758.213;1056;BANCO DE LEITE;27/12/2018 08:00;02/01/2019 17:30;AJUSTE/ REPARO - PLACA ELETRÔNICA;0,00
201900136;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0292;757.960;20120070536;11° NORTE;28/12/2018 13:00;02/01/2019 08:00;REPARO DE ACESSÓRIO;0,00
201900137;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1251;407.429;20120073379;CENTRO OBSTÉTRICO;28/12/2018 13:00;02/01/2019 08:00;REPARO DE ACESSÓRIO;0,00
201900138;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1270;407.410;20120039051;CENTRO OBSTÉTRICO;28/12/2018 13:00;02/01/2019 08:00;REPARO DE ACESSÓRIO;0,00
201900139;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1269;764.540;20120068104;CENTRO OBSTÉTRICO;31/12/2018 08:00;03/01/2019 10:42;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
201900140;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1267;407.414;;CENTRO OBSTÉTRICO;31/12/2018 08:00;03/01/2019 10:42;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
201900141;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1266;407.430;20120067905;CENTRO OBSTÉTRICO;31/12/2018 08:00;03/01/2019 10:42;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
201900142;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1265;407.415;20120064053;CENTRO OBSTÉTRICO;31/12/2018 08:00;03/01/2019 10:42;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
201900143;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1253;407.428;20120034440;CENTRO OBSTÉTRICO;31/12/2018 08:00;03/01/2019 10:42;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
