NEC;U.S.;Sigla Órgão;Nome Órgão;Localização;Identificador;N.º Série;Tipo Equipamento;Classe;Marca;Modelo;Fornecedor;Valor (R$);Aquisição;Núm. Doc. da Aquisição;Nota Fiscal;Garantia;Data Desativação;Desativado;Parecer Desativação;Permitir O.S.;Baixado;Contrato;Equipamento Crítico;Equipamento Próprio;Descrição Complementar;N.º Quebras;N.º Serviço Externo;N.º Peças Utilizadas;Custo Serviço Externo (R$);Custo Peça (R$);Vida Útil;Indisponibilidade (dias);Última MP
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED002;VLK23120872;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;XX;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED004;VLK24030929;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-02-03 00:00:00;XX;136987;2026-02-02 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED016;VLK24090819;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-02-03 00:00:00;XX;136987;2026-02-02 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED041;VLK24090876;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED042;VLK24090877;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED045;VLK24090892;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED054;VLK24090908;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED062;VLK24090919;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED071;VLK24090930;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED075;VLK24090934;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED076;VLK24090935;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED095;VLK24090967;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED102;VLK24090979;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED137;VLK24091059;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED154;VLK24091083;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED180;VLK24091119;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED182;VLK24091121;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED184;VLK24091124;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED186;VLK24091126;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED200;VLK24091145;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED208;VLK24091153;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED213;VLK24091161;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED234;VLK24091187;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED236;VLK24091189;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI CIRURGICA;COM/HCPE-LIFEMED281;VLK24091242;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED014;VLK24090812;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-02-03 00:00:00;XX;136987;2026-02-02 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED027;VLK24090845;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED036;VLK24090866;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED053;VLK24090907;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED064;VLK24090921;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED081;VLK24090949;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED090;VLK24090961;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED091;VLK24090962;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED101;VLK24090976;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED107;VLK24091012;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED108;VLK24091013;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED122;VLK24091041;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED124;VLK24091044;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED125;VLK24091046;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED128;VLK24091049;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED130;VLK24091052;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED133;VLK24091055;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED140;VLK24091062;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED141;VLK24091063;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED157;VLK24091086;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED165;VLK24091098;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED185;VLK24091125;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED188;VLK24091129;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED191;VLK24091133;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED212;VLK24091157;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED215;VLK24091163;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED218;VLK24091169;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED222;VLK24091174;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED223;VLK24091175;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED226;VLK24091178;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI GERAL;COM/HCPE-LIFEMED238;VLK24091191;BOMBA INFUSAO USO GERAL;EQUIPAMENTO;LIFEMED;V-LINK;LIFEMED INDL DE EQUP ART MED HOSP LTDA;1541.78;2025-01-27 00:00:00;;136987;2026-01-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;;;;;;;;;
