MANUTENÇÕES CORRETIVAS REALIZADAS EXTERNAMENTE DURANTE O CONTRATO SL ENGENHARIA HOSPITALAR E HOSPITAL DAS CLÍNICAS;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12
201905003;AUTO REFRATOR;599;CARL ZEISS;HCPE-1346;756.070;599-6596;OFTALMOLOGIA;10/12/2019 08:13;17/02/2020 09:00;EMISSÃO DE PARECER DE INATIVAÇÃO;CRM MEDICAL;0,00
201905005;REFRATOR DE GREENS MANUAL;BR 7;SHIN-NIPPON;HCPE-2428;;;AMB. OFTALMOLOGIA;10/12/2019 10:25;20/01/2020 10:30;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;CRM MEDICAL;750,00
201905007;BLENDER;AIR-O2;INTERMED;HCPE-0601;;I0-2004-04-11068;UTI NEONATAL;10/12/2019 10:28;23/01/2020 15:09;SUBSTITUIÇÃO DE PEÇA;KESA LTDA.;557,45
201905016;UMIDIFICADOR;GT 5000;GLOBAL TEC;HCPE-2482;;HU10180110;UTI NEONATAL;11/12/2019 15:52;15/01/2020 10:00;REPARO / AJUSTE;KESA LTDA., KESA LTDA., KESA LTDA.;0,00
201905017;VIDEOCOLONOSCÓPIO;CF-Q150L;OLYMPUS;HCPE-1854;;2505124;ENDOSCOPIA;11/12/2019 16:31;13/06/2022 09:30;SUBSTITUIÇÃO DE PEÇA;ASSISTEC;13.000,00
201905021;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0711;407.070;4SXAU366;HEMODIÁLISE;12/12/2019 10:25;07/01/2020 11:30;REPARO / AJUSTE;FRESENIUS MEDICAL CARE LTDA;0,00
201905022;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1653;760.775;4SXAU387;HEMODIÁLISE;12/12/2019 10:37;13/12/2019 15:00;LIMPEZA/DESINFECÇÃO;FRESENIUS MEDICAL CARE LTDA;0,00
201905023;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0727;407.046;4SXAU381;HEMODIÁLISE;12/12/2019 10:43;13/12/2019 20:00;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
201905025;AUTOCLAVE HORIZONTAL;HI VAC II;BAUMER;HCPE-0904;759.959;1553.03.7061;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);09/12/2019 10:30;08/06/2020 11:13;ATUALIZAÇÃO DE O.S., SUBSTITUIÇÃO DE PEÇA;BRAXMED, BRAXMED;660,00
201905027;ECOCARDIÓGRAFO;VIVID I;GE;HCPE-0025;;VI21314VI;AMB. CARDIOLOGIA;10/12/2019 11:19;20/12/2019 12:00;TESTE DE FUNCIONAMENTO;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
201905031;UMIDIFICADOR;GT-2000;GLOBAL TEC;HCPE-2527;;HU02180171;UTI GERAL / URCC;12/12/2019 11:21;01/07/2022 08:00;ATUALIZAÇÃO DE O.S.;KESA LTDA.;0,00
201905047;VENTILADOR PULMONAR;SERVO-AIR;MAQUET;HCPE-1760;759.977;12125;UTI GERAL / URCC;16/12/2019 09:06;07/01/2020 11:31;REPARO / AJUSTE;RESMEDICAL EQUIPAMENTOS HOSPITALARES LTDA;0,00
201905050;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0707;;4SXAU368;HEMODIÁLISE;16/12/2019 11:54;21/12/2019 17:30;TESTE DE FUNCIONAMENTO;FRESENIUS MEDICAL CARE LTDA;0,00
201905092;ASPIRADOR CIRÚRGICO;17200;K TAKAOKA;HCPE-2294;407.848;1440;BLOCO CIRÚRGICO;19/12/2019 11:56;11/05/2020 15:00;SUBSTITUIÇÃO DE PEÇA;HLBF COM. E SERV. DE EQUIP. MED. E HOSPITALAR;662,70
201905105;BOMBA DE INFUSÃO DE SERINGA;ST7000;SAMTRONIC;HCPE-0530;;31329Q/00;UTI NEONATAL;23/12/2019 14:51;21/01/2020 15:37;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;ALLIANCE MEDINFUSION LTDA;0,00
201905106;CÂMERA DE VÍDEO;H3-Z(22220055-3);KARL STORZ;HCPE-2227;;YV842310-H;BLOCO CIRÚRGICO;20/12/2019 11:49;12/02/2020 08:15;REPARO / AJUSTE;TECHMED;3.500,00
201905108;MAMÓGRAFO;GRAPH-MAMMO AF;VMI;HCPE-1507;760.707;P8504103001;RAIO-X (UDI);16/12/2019 10:39;23/12/2019 14:00;ANÁLISE - NENHUM DEFEITO DETECTADO;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202000103;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1244;;45234M/00;CENTRAL DE EQUIPAMENTOS;02/01/2020 08:00;28/01/2020 13:20;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202000104;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0390;;45293M/00;8° SUL (DIP / COVID);02/01/2020 08:00;28/01/2020 13:10;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202000139;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1429;;64167M/00;TRIAGEM OB. 1°A;03/01/2020 10:14;21/01/2020 15:34;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202000148;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0628;;4SXAU369;UTI GERAL / URCC;06/01/2020 09:32;07/01/2020 08:30;CALIBRAÇÃO - REALIZAÇÃO;FRESENIUS MEDICAL CARE LTDA;0,00
202000149;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1656;;4SXAU367;HEMODIÁLISE;06/01/2020 09:33;08/04/2020 15:00;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;794,24
202000150;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0709;410.407;4SXAU384;HEMODIÁLISE;06/01/2020 09:36;07/01/2020 10:00;REPARO / AJUSTE, SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202000151;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0711;407.070;4SXAU366;HEMODIÁLISE;06/01/2020 09:37;07/01/2020 11:30;REPARO / AJUSTE;FRESENIUS MEDICAL CARE LTDA;0,00
202000153;MONITOR MULTIPARAMÉTRICO;DX-2010;DIXTAL;HCPE-1298;756.050;030W04645;SALA DE ESTABILIZAÇÃO;06/01/2020 09:04;14/08/2020 08:01;EMISSÃO DE PARECER DE INATIVAÇÃO;PHILIPS MEDICAL SYSTEMS;0,00
202000156;VIDEOGASTROSCÓPIO;EG-580NW2;FUJIFILM;HCPE-2399;;4G390K025;ENDOSCOPIA;06/01/2020 14:30;28/01/2020 16:00;REPARO / AJUSTE;CRM MEDICAL;850,00
202000162;VENTILADOR PULMONAR;SERVO-AIR;MAQUET;HCPE-1757;759.984;12122;UTI GERAL / URCC;07/01/2020 09:00;22/01/2020 10:52;ANÁLISE - REALIZAÇÃO;RESMEDICAL EQUIPAMENTOS HOSPITALARES LTDA;0,00
202000163;APARELHO DE ANESTESIA;FABIUS GS PREMIUM;DRAGER;HCPE-1384;410.888;ASAA-0025;BLOCO CIRÚRGICO;06/01/2020 08:50;29/10/2020 14:00;SUBSTITUIÇÃO DE PEÇA;DRAGER INDUSTRIA E COMERCIO LTDA, DRAGER INDUSTRIA E COMERCIO LTDA, DRAGER INDUSTRIA E COMERCIO LTDA;10.776,38
202000187;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2109;;64303M/00;CENTRAL DE EQUIPAMENTOS;09/01/2020 10:35;04/02/2020 15:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202000206;REPROCESSADORA AUTOMÁTICA DE ENDOSCÓPIOS;ENDOCLENS NSX AER;JOHNSON & JOHNSON;HCPE-1486;;2700170166;ENDOSCOPIA;13/01/2020 11:39;04/02/2020 16:00;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;JOHNSON & JOHNSON;0,00
202000220;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1430;;64261M/00;CENTRAL DE EQUIPAMENTOS;15/01/2020 08:34;01/03/2020 08:00;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202000221;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0445;;45200M/00;CENTRAL DE EQUIPAMENTOS;15/01/2020 08:04;04/02/2020 12:03;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202000227;WORKSTATION;SE STANDALONE;AGFA;HCPE-2134;407.324;3N7NGS1;DIAGIMAGEM;15/01/2020 17:07;10/07/2020 10:49;MANUTENÇÃO PREVENTIVA - REALIZAÇÃO;AGFA HEALTCARE BRASIL IMPORTAÇÃO E SEVIÇOS LTDA;0,00
202000237;CARDIOVERSOR;LIFE 400 PLUS;CMOS DRAKE;HCPE-1198;411.202;912116152;ENGENHARIA CLÍNICA (STEC);16/01/2020 14:10;29/01/2024 09:05;EMISSÃO DE PARECER DE INATIVAÇÃO;SERVMED;580,00
202000244;AUTOCLAVE HORIZONTAL;6410/H/2P/E/TS/SO;CISA;HCPE-0905;409.647;16604;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);16/01/2020 09:00;17/01/2020 12:15;SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202000251;ULTRASSOM;LOGIQ E;GE;HCPE-1733;759.799;LE637649WX0;CENTRO OBSTÉTRICO;17/01/2020 10:10;23/01/2020 14:40;SUBSTITUIÇÃO DE PEÇA;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
202000252;ULTRASSOM;LOGIQ S7 EXPERT;GE;HCPE-1132;412.163;LS7500708SU1;ULTRASSOM (UDI);17/01/2020 15:42;23/01/2020 16:00;SUBSTITUIÇÃO DE ACESSÓRIO;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
202000255;SECADORA DE TRAQUÉIAS;CISA;CISA;HCPE-1979;;25171;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);17/01/2020 14:49;22/01/2020 10:30;REPARO / AJUSTE;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202000268;TERMODESINFECTADORA;155;CISA;HCPE-0906;409.645;25176;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);02/01/2020 15:05;28/02/2020 16:15;SUBSTITUIÇÃO DE LÂMPADA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;343,54
202000273;DIGITALIZADORA DE IMAGENS;CR 85-X;AGFA;HCPE-1470;414.865;5736;RAIO-X (UDI);21/01/2020 16:13;12/02/2020 15:45;SUBSTITUIÇÃO DE PEÇA;AGFA HEALTCARE BRASIL IMPORTAÇÃO E SEVIÇOS LTDA;0,00
202000275;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2185;;64293M/00;CENTRAL DE EQUIPAMENTOS;21/01/2020 14:00;04/02/2020 15:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202000279;MONITOR MULTIPARAMÉTRICO;VITA 400E;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-2564;;V4A0200062;ENGENHARIA CLÍNICA (STEC);22/01/2020 08:00;09/07/2021 16:43;SUBSTITUIÇÃO DE PEÇA;EQUIPTECH SOLUÇÕES TECNOLÓGICAS;6.000,00
202000281;VENTILADOR PULMONAR;IX5;INTERMED;HCPE-2256;761.389;IX5-2019-01-06915;UTI NEONATAL;22/01/2020 10:45;08/04/2020 11:15;REPARO / AJUSTE;KESA LTDA.;0,00
202000289;INCUBADORA DE TRANSPORTE;IT 158 TS;FANEM;HCPE-1311;407.202;CF1476;TRIAGEM OB. 1°A;22/01/2020 14:12;10/03/2020 11:00;REPARO / AJUSTE;MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA;0,00
202000308;VENTILADOR PULMONAR;INTER 5 PLUS;INTERMED;HCPE-1721;410.408;IP5-2004-04-00398;CENTRAL DE EQUIPAMENTOS;23/01/2020 07:03;08/07/2020 15:22;SUBSTITUIÇÃO DE PEÇA;KESA LTDA.;5.754,00
202000314;MONITOR MULTIPARAMÉTRICO;VITA 400A;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1389;410.317;V4A2000060;BLOCO CIRÚRGICO;06/01/2020 10:00;16/04/2020 10:00;AJUSTE/ REPARO - PLACA ELETRÔNICA;EQUIPTECH SOLUÇÕES TECNOLÓGICAS;397,00
202000315;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2567;;63923M/00;CENTRAL DE EQUIPAMENTOS;23/01/2020 10:47;04/02/2020 12:01;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202000321;CENTRÍFUGA DE TUBOS;206 MP;FANEM;HCPE-0970;416.169;;LAB. URIANÁLISE;22/01/2020 13:50;18/03/2020 15:03;EMISSÃO DE PARECER DE INATIVAÇÃO;MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA;0,00
202000325;REFRATOR DE GREENS MANUAL;;APRAMED;HCPE-2568;759.214;8894059;OFTALMOLOGIA;23/01/2020 13:40;10/02/2020 16:00;AJUSTE/ REPARO - PARTE ÓTICA;CRM MEDICAL;750,00
202000332;RESSEPTOSCÓPIO;HOPKINS;H. STRATTNER;HCPE-2574;;;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);10/01/2020 08:00;24/01/2020 15:14;AJUSTE/ REPARO - ESTRUTURA FÍSICA;TECHMED - EQUIPAMENTOS MEDICOS HOSPITALAR;2.700,00
202000333;RESSEPTOSCÓPIO;HOPKINS;H. STRATTNER;HCPE-2574;;;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);09/01/2020 08:00;03/02/2020 12:13;AJUSTE/ REPARO - ESTRUTURA FÍSICA;TECHMED - EQUIPAMENTOS MEDICOS HOSPITALAR;2.700,00
202000341;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0707;;4SXAU368;HEMODIÁLISE;27/01/2020 10:36;30/01/2020 07:45;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202000343;CAPELA DE FLUXO LAMINAR;VLFS-12;VECO;HCPE-1034;413.058;330081999;HEMOTERAPIA;27/01/2020 10:56;11/02/2020 12:00;REPARO / AJUSTE;E.N. BATISTA;350,00
202000344;ULTRASSOM;LOGIQ P6;GE;HCPE-1145;412.153;LP6174959SU7;ULTRASSOM (UDI);27/01/2020 08:51;02/04/2020 12:20;SUBSTITUIÇÃO DE PEÇA;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH, GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH, GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH, GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
202000354;RAIO X MÓVEL;MOBILE ART EVOLUTION;SHIMADZU;HCPE-1901;760.292;MPF16C77C028;UTI GERAL / URCC;28/01/2020 09:48;30/01/2020 11:00;SUBSTITUIÇÃO DE PEÇA;SHIMADZU;0,00
202000356;VIDEOGASTROSCÓPIO;GIF-XP150N;OLYMPUS;HCPE-1605;;2502432;ENDOSCOPIA;28/01/2020 11:26;28/02/2020 08:37;AJUSTE/ REPARO - ESTRUTURA FÍSICA;ASSISTEC;3.246,39
202000358;MONITOR MULTIPARAMÉTRICO;VITA 600;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-0620;407.108;V600000103;UTI NEONATAL;28/01/2020 14:21;07/04/2020 11:42;SUBSTITUIÇÃO DE PEÇA;EQUIPTECH SOLUÇÕES TECNOLÓGICAS;2.750,00
202000480;CAMA HOSPITALAR ELÉTRICA;FAWLER RC 203;RC MÓVEIS HOSPITALARES;HCPE-2539;;2019441230-04;SALA DE ESTABILIZAÇÃO;04/02/2020 13:47;14/02/2020 11:00;SUBSTITUIÇÃO DE PEÇA;RC MÓVEIS HOSPITALARES;0,00
202000481;WORKSTATION;SE STANDALONE;AGFA;HCPE-2079;414.447;9N7NGS1;DIAGIMAGEM;03/02/2020 11:09;08/07/2020 15:30;MANUTENÇÃO PREVENTIVA - REALIZAÇÃO;AGFA HEALTCARE BRASIL IMPORTAÇÃO E SEVIÇOS LTDA;0,00
202000482;WORKSTATION;SE STANDALONE;AGFA;HCPE-2135;410.472;5J8G9S1;DIAGIMAGEM;03/02/2020 11:09;08/07/2020 16:00;MANUTENÇÃO PREVENTIVA - REALIZAÇÃO;AGFA HEALTCARE BRASIL IMPORTAÇÃO E SEVIÇOS LTDA;0,00
202000486;RESSONÂNCIA MAGNÉTICA;SIGNA HDI;GE;HCPE-0914;;MRR8279;RESSONÂNCIA (UDI);04/02/2020 16:44;03/03/2020 16:00;SUBSTITUIÇÃO DE LÂMPADA;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
202000488;IMPRESSORA;DRYPIX 4000;FUJIFILM;HCPE-2320;;86617725;TOMOGRAFIA (UDI);05/02/2020 08:34;07/02/2020 18:00;REPARO / AJUSTE;UNIVEN HEALTHCARE LTDA;0,00
202000500;ULTRASSOM;LOGIQ S7 EXPERT;GE;HCPE-1127;412.146;LS7500753SU1;ULTRASSOM (UDI);06/02/2020 09:18;04/03/2020 17:00;REPARO / AJUSTE;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;2.040,00
202000501;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0727;407.046;4SXAU381;HEMODIÁLISE;06/02/2020 12:57;08/02/2020 16:00;ANÁLISE - REALIZAÇÃO;FRESENIUS MEDICAL CARE LTDA;0,00
202000502;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0729;407.613;4SXAU370;HEMODIÁLISE;06/02/2020 12:59;20/02/2020 16:00;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202000524;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1657;;4SXAU389;HEMODIÁLISE;06/02/2020 13:00;20/02/2020 13:00;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202000529;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0268;;45282M/00;CENTRAL DE EQUIPAMENTOS;07/02/2020 09:46;05/03/2020 11:53;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202000537;AUTOCLAVE HORIZONTAL;HI VAC II;BAUMER;HCPE-0904;759.959;1553.03.7061;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);07/02/2020 16:50;05/03/2020 16:35;SUBSTITUIÇÃO DE PEÇA;BRAXMED, BRAXMED;0,00
202000538;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1215;;64032M/00;CENTRAL DE EQUIPAMENTOS;10/02/2020 08:29;05/03/2020 14:24;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202000542;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0423;;43999M/00;CENTRAL DE EQUIPAMENTOS;10/02/2020 08:31;09/03/2020 11:50;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202000544;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0371;;64170M/00;CENTRAL DE EQUIPAMENTOS;10/02/2020 08:33;09/03/2020 11:20;SUBSTITUIÇÃO DE ACESSÓRIO;ALLIANCE MEDINFUSION LTDA;0,00
202000553;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0415;;45308M/00;CENTRAL DE EQUIPAMENTOS;11/02/2020 09:00;09/03/2020 11:35;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202000559;MESA CIRÚRGICA ELÉTRICA;ALPHASTAR 1132;MAQUET;HCPE-1720;413.708;01780;CIRURGIA AMBULATORIAL;11/02/2020 15:00;24/04/2020 14:35;SUBSTITUIÇÃO DE PEÇA;TECHMED;7.965,00
202000567;VIDEOCOLONOSCÓPIO;CF-Q150L;OLYMPUS;HCPE-1859;;2900475;ENDOSCOPIA;12/02/2020 13:28;13/05/2020 10:00;AJUSTE/ REPARO - ESTRUTURA FÍSICA;ASSISTEC;2.785,06
202000577;AUTOCLAVE HORIZONTAL;6410/H/2P/E/TS/SO;CISA;HCPE-0905;409.647;16604;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);13/02/2020 08:00;13/02/2020 15:30;SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202000579;MESA CIRÚRGICA ELÉTRICA;ALPHASTAR 1132;MAQUET;HCPE-1262;407.229;01794;CENTRO OBSTÉTRICO;12/02/2020 14:35;27/07/2020 10:00;REPARO / AJUSTE;TECHMED, TECHMED;7.980,00
202000590;DIGITALIZADORA DE IMAGENS;CR 85-X;AGFA;HCPE-1470;414.865;5736;RAIO-X (UDI);17/02/2020 08:02;17/02/2020 18:20;SUBSTITUIÇÃO DE LÂMPADA;AGFA HEALTCARE BRASIL IMPORTAÇÃO E SEVIÇOS LTDA;0,00
202000607;UMIDIFICADOR;GT 5000;GLOBAL TEC;HCPE-2480;;HU10180109;UTI NEONATAL;18/02/2020 11:27;01/07/2020 09:15;REPARO / AJUSTE;KESA LTDA.;0,00
202000622;AUTOCLAVE HORIZONTAL;6410/H/2P/E/TS/SO;CISA;HCPE-0905;409.647;16604;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);19/02/2020 09:13;19/02/2020 14:30;SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202000627;MAMÓGRAFO;GRAPH-MAMMO AF;VMI;HCPE-1507;760.707;P8504103001;RAIO-X (UDI);19/02/2020 10:33;03/08/2020 08:07;ATUALIZAÇÃO DE O.S.;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202000628;DENSITÔMETRO;DISCOVERY;HOLOGIC;HCPE-1462;414.824;85914;DENSITOMETRIA (UDI);18/02/2020 09:50;03/06/2020 17:40;SUBSTITUIÇÃO DE PEÇA;IMEX MEDICAL;0,00
202000629;CARDIOVERSOR;CARDIOMAX;INSTRAMED;HCPE-2377;761.674;052019CM12901;BLOCO CIRÚRGICO;19/02/2020 13:00;07/08/2020 16:20;REPARO / AJUSTE;FR REPRESENTAÇÕES E COM. DE PRODUTOS MÉDICOS, FR REPRESENTAÇÕES E COM. DE PRODUTOS MÉDICOS, REPRESENTA MATERIAIS CIRÚRGICOS;0,00
202000630;TOMÓGRAFO COMPUTADORIZADO;AQUILION CXL-TSX-101 A/Q;TOSHIBA;HCPE-1473;414.972;QCB14Y2316;TOMOGRAFIA (UDI);17/02/2020 07:42;28/02/2020 16:15;ATUALIZAÇÃO/INSTALAÇÃO/CONFIGURAÇÃO DE SOFTWARE;CANON MEDICAL SYSTEMS DO BRASIL;0,00
202000631;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1653;760.775;4SXAU387;HEMODIÁLISE;19/02/2020 17:19;20/02/2020 12:00;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202000632;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1654;;4SXAU385;HEMODIÁLISE;19/02/2020 17:20;20/02/2020 10:30;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202000635;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1657;;4SXAU389;HEMODIÁLISE;07/02/2020 09:00;10/02/2020 08:00;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202000665;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0753;;64295M/00;PSIQUIATRIA(7°N);20/02/2020 10:25;19/03/2020 11:47;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202000666;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1677;;64362M/00;CENTRAL DE EQUIPAMENTOS;20/02/2020 10:25;19/03/2020 11:49;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202000672;WORKSTATION;SE STANDALONE;AGFA;HCPE-2133;414.120;6N7NGS1;BLOCO CIRÚRGICO;21/02/2020 08:53;11/08/2020 08:00;MANUTENÇÃO PREVENTIVA - REALIZAÇÃO;AGFA HEALTCARE BRASIL IMPORTAÇÃO E SEVIÇOS LTDA;0,00
202000676;APARELHO DE ANESTESIA;9100C NXT;GE;HCPE-2572;771.153;SPC19431126WA;CENTRO OBSTÉTRICO;19/02/2020 11:00;27/02/2020 10:00;LUBRIFICAÇÃO;ASTECH;0,00
202000685;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1655;;4SXAU379;HEMODIÁLISE;27/02/2020 08:22;27/02/2020 09:00;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202000692;AUTOCLAVE HORIZONTAL;6410/H/2P/E/TS/SO;CISA;HCPE-0905;409.647;16604;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);28/02/2020 07:27;28/02/2020 16:00;SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202000839;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0436;;45266M/00;CENTRAL DE EQUIPAMENTOS;02/03/2020 10:19;19/03/2020 12:09;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202000848;TONÔMETRO DE APLANAÇÃO;AT 020;ZEISS;HCPE-2569;;833680;OFTALMOLOGIA;03/03/2020 10:34;24/04/2020 15:00;CALIBRAÇÃO - REALIZAÇÃO;CRM MEDICAL;0,00
202000858;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0730;407.067;4SXAU388;HEMODIÁLISE;05/03/2020 08:31;06/03/2020 07:30;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS MEDICAL CARE LTDA;0,00
