Identificador;Tipo Equipamento;Modelo;Marca;Localização;Criticidade;Data de Aquisição;Status;Valor (R$);Custo total externo;Peso
HCPE-0599;UMIDIFICADOR AQUECEDOR;MISTY-3;INTERMED;UTI NEONATAL;1.0;2014-01-01;Em uso;3500.0;0.0;0.3666666666666667
HCPE-0056,413.785;BISTURI ELETRONICO MONOPOLAR-BIPOLAR;FORCE FX;COVIDIEN;UNIDADE DE BLOCOS CIRÚRGICOS;1.0;2012-02-01;Em uso;23000.0;0.0;0.3666666666666667
HCPE-1213,407.255;BISTURI ELETRONICO MONOPOLAR-BIPOLAR;FORCE FX;COVIDIEN;CENTRO OBSTÉTRICO;1.0;2012-02-01;Em uso;23000.0;0.0;0.3666666666666667
HCPE-1205,407.227;BISTURI ELETRONICO MONOPOLAR-BIPOLAR;FORCE FX;COVIDIEN;CENTRO OBSTÉTRICO;1.0;2012-02-01;Em uso;23000.0;0.0;0.3666666666666667
HCPE-148,760.708;BANHO MARIA LABORATORIAL;100;FANEM;TOMOGRAFIA;1.0;2000-01-01;Em uso;1100.0;0.0;0.3666666666666667
HCPE-1508,414.568;BALANCA PACIENTE PLATAFORMA MECANICA;31;FILIZOLA;AMBULATÓRIO DE PEDIATRIA;1.0;2002-01-01;Em uso;1500.0;0.0;0.3666666666666667
HCPE-2180,406.539;BALANCA PACIENTE INFANTIL ELETRONICA;BP BABY;FILIZOLA;AMBULATÓRIO DE PUERICULTURA;1.0;2002-01-01;Em uso;960.0;0.0;0.3666666666666667
HCPE-1461,;BALANCA PACIENTE PLATAFORMA MECANICA;31;FILIZOLA;HEMODINÂMICA;1.0;1996-01-01;Em uso;1500.0;0.0;0.3666666666666667
HCPE-1090,;BALANCA PACIENTE PLATAFORMA MECANICA;31;FILIZOLA;MEDICINA NUCLEAR;1.0;2002-01-01;Em uso;1500.0;0.0;0.3666666666666667
HCPE-1195,413.828;BALANCA PACIENTE PLATAFORMA MECANICA;31;FILIZOLA;AMBULATÓRIO DE ENDOCRINOLOGIA;1.0;1994-01-01;Em uso;1500.0;0.0;0.3666666666666667
HCPE-1056,415.865;BALANCA PACIENTE PLATAFORMA MECANICA;31;FILIZOLA;AMBULATÓRIO DE ORTOPEDIA;1.0;1994-01-01;Em uso;1500.0;0.0;0.3666666666666667
HCPE-1073,405.328;BALANCA PACIENTE INFANTIL ELETRONICA;109-E;WELMY;AMBULATÓRIO DE PUERICULTURA;1.0;2012-01-01;Em uso;750.0;0.0;0.3666666666666667
HCPE-1067,412.166;BALANCA PACIENTE PLATAFORMA ELETRONICA;W-200;WELMY;AMBULATÓRIO DE NEUROLOGIA/NEFRO;1.0;2007-01-01;Em uso;1100.0;0.0;0.3666666666666667
HCPE-0648,409.232;BALANCA PACIENTE INFANTIL ELETRONICA;BP BABY;FILIZOLA;UTI NEONATAL;1.0;2002-01-01;Em uso;960.0;0.0;0.3666666666666667
HCPE-0622,409.254;BALANCA PACIENTE INFANTIL ELETRONICA;BP BABY;FILIZOLA;UTI NEONATAL;1.0;2002-01-01;Em uso;960.0;0.0;0.3666666666666667
HCPE-1260,407.216;BALANCA PACIENTE INFANTIL ELETRONICA;BP BABY;FILIZOLA;CENTRO OBSTÉTRICO;1.0;2002-01-01;Em uso;960.0;0.0;0.3666666666666667
HCPE-1223,407.498;BALANCA PACIENTE INFANTIL ELETRONICA;BP BABY;FILIZOLA;CENTRO OBSTÉTRICO;1.0;2002-01-01;Em uso;960.0;0.0;0.3666666666666667
HCPE-2201,757.399;BALANCA PACIENTE INFANTIL ELETRONICA;BP BABY;FILIZOLA;9º NORTE;1.0;2002-01-01;Em uso;960.0;0.0;0.3666666666666667
HCPE-0045,412.586;BALANCA PACIENTE PLATAFORMA MECANICA;31;FILIZOLA;AMBULATÓRIO DE ONCOLOGIA;1.0;2002-01-01;Em uso;1500.0;0.0;0.3666666666666667
HCPE-1235,409.094;CAMA ELETRICA;ELEGANZA SMART;LINET;CENTRO OBSTÉTRICO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1226,409.095;CAMA ELETRICA;ELEGANZA SMART;LINET;CENTRO OBSTÉTRICO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1225,407.411;CAMA ELETRICA;ELEGANZA SMART;LINET;CENTRO OBSTÉTRICO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0329,757.008;CAMA ELETRICA;ELEGANZA SMART;LINET;CENTRO OBSTÉTRICO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0310,757.589;CAMA ELETRICA;ELEGANZA SMART;LINET;CENTRO OBSTÉTRICO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0292,757.960;CAMA ELETRICA;ELEGANZA SMART;LINET;CENTRO OBSTÉTRICO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0851,757.533;CAMA ELETRICA;ELEGANZA SMART;LINET;9º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
COM-MMCAPELLARO-01;CRANIOTOMO;HM-010301;MICRODENT;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;1.0;1899-12-30;Em uso;5.6;0.0;0.3666666666666667
HCPE-3818;CONSOLE-PAINEL COMANDO;CORE CONSOLE;STRYKER;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;1.0;1899-12-30;Em uso;321967.23;0.0;0.3666666666666667
HCPE-0896,410.934;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0894,410.971;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0898,763.143;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0880,410.199;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0879,410.198;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0878,410.156;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0877,756.358;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1266,407.430;CAMA ELETRICA;ELEGANZA SMART;LINET;CENTRO OBSTÉTRICO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1265,407.415;CAMA ELETRICA;ELEGANZA SMART;LINET;CENTRO OBSTÉTRICO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1264,407.416;CAMA ELETRICA;ENTERPRISE-8000;ARJOHUNTLEIGH;CENTRO OBSTÉTRICO;1.0;2013-01-01;Em uso;15000.0;0.0;0.3666666666666667
HCPE-1253,407.428;CAMA ELETRICA;ELEGANZA SMART;LINET;CENTRO OBSTÉTRICO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1252,407.422;CAMA ELETRICA;ELEGANZA SMART;LINET;CENTRO OBSTÉTRICO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1422;CAMERA VIDEO ENDOSCOPIO;IMAGE-1-H-3-Z-222200 55;KARL STORZ;UNIDADE DE BLOCOS CIRÚRGICOS;1.0;2015-04-13;Em uso;300000.0;0.0;0.3666666666666667
HCPE-0353,757.027;CAMA ELETRICA;ELEGANZA SMART;LINET;10º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0893,410.932;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0897,410.942;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0873,410.152;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0871,410.166;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0870,410.171;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0869,410.170;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0333,757.001;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0132,758.484;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-2126,764.824;CAMA ELETRICA;ELEGANZA SMART;LINET;SALA DE ESTABILIZAÇÃO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0874,410.151;CAMA ELETRICA;ELEGANZA SMART;LINET;6° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0831,757.504;CAMA ELETRICA;ELEGANZA SMART;LINET;9º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0830,757.505;CAMA ELETRICA;ELEGANZA SMART;LINET;9º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-3820;CABO ENERGIA PECA MAO-CONSOLE;CORE-2-CONSOLE;STRYKER;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;1.0;1899-12-30;Em uso;321967.23;0.0;0.3666666666666667
HCPE-0828,757.457;CAMA ELETRICA;ELEGANZA SMART;LINET;9º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0827,757.528;CAMA ELETRICA;ELEGANZA SMART;LINET;9º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0826,757.522;CAMA ELETRICA;ELEGANZA SMART;LINET;9º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0825,757.524;CAMA ELETRICA;ELEGANZA SMART;LINET;9º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0821,757.630;CAMA ELETRICA;ELEGANZA SMART;LINET;9º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0364,756.628;CAMA ELETRICA;ELEGANZA SMART;LINET;ESTABILIZAÇÃO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0173,758.309;CAMA ELETRICA;ELEGANZA SMART;LINET;ESTABILIZAÇÃO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-3734,765.030;CAMA ELETRICA;ELEGANZA SMART;LINET;ENGENHARIA CLÍNICA;1.0;2012-01-01;Em uso;1.0;0.0;0.3666666666666667
HCPE-3733,17595/2012;CAMA ELETRICA;ELEGANZA SMART;LINET;ENGENHARIA CLÍNICA;1.0;2012-01-01;Em uso;1.0;0.0;0.3666666666666667
HCPE-0141,758.390;CAMA ELETRICA;ELEGANZA SMART;LINET;UTI ADULTO;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0819,757.627;CAMA ELETRICA;ELEGANZA SMART;LINET;CENTRO DE PESQUISA CLÍNICA;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0829,757.458;CAMA ELETRICA;ELEGANZA SMART;LINET;9º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0762,757.163;CAMA ELETRICA;ELEGANZA SMART;LINET;7º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0232,758.766;CAMA ELETRICA;ELEGANZA SMART;LINET;11° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0160,758.965;CAMA ELETRICA;ELEGANZA SMART;LINET;11° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-2296,758.379;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0798,757.255;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0794,756.933;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0784,757.284;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0782,757.237;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0789,764.992;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0787,757.256;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0785,757.242;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0399,756.828;CAMA ELETRICA;ELEGANZA SMART;LINET;9º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0703,407.996;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0522,757.914;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0517,757.920;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0505,757.906;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0504,757.597;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0501,757.910;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0362,756.819;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0347,757.034;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0235,758.761;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0175,758.182;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0171,758.318;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0769,757.091;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0779,757.259;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0764,757.285;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0508,757.585;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0411,756.636;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0361,756.645;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0350,757.044;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0349,757.025;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0348,756.899;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0341,757.582;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0320,757.596;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0305,757.987;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0783,756.931;CAMA ELETRICA;ELEGANZA SMART;LINET;7º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0131,758.517;CAMA ELETRICA;ELEGANZA SMART;LINET;8° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-2223,758.754;CAMA ELETRICA;ELEGANZA SMART;LINET;8º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-2124,757.238;CAMA ELETRICA;ELEGANZA SMART;LINET;8º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-2023,410.815;CAMA ELETRICA;ELEGANZA SMART;LINET;8º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0166,407.604;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0398,756.646;CAMA ELETRICA;ELEGANZA SMART;LINET;7º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0291,757.998;CAMA ELETRICA;ELEGANZA SMART;LINET;7º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0797,757.084;CAMA ELETRICA;ELEGANZA SMART;LINET;7º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0796,757.093;CAMA ELETRICA;ELEGANZA SMART;LINET;7º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0795,757.286;CAMA ELETRICA;ELEGANZA SMART;LINET;7º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0788,757.161;CAMA ELETRICA;ELEGANZA SMART;LINET;7º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0273,407.822;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0478,410.426;CAMA ELETRICA;ELEGANZA SMART;LINET;10º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0401,756.672;CAMA ELETRICA;ELEGANZA SMART;LINET;10º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-2200,757.390;BALANCA PACIENTE INFANTIL ELETRONICA;BP BABY;FILIZOLA;6º SUL;1.0;2002-01-01;Em uso;960.0;0.0;0.3666666666666667
HCPE-0366,;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0346,757.037;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0298,758.693;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0244,759.002;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0243;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0237,758.959;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0174,758.183;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0170,758.322;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0169,758.323;CAMA ELETRICA;ELEGANZA SMART;LINET;7° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0338,757.018;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0326,756.882;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0296,758.679;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0288,758.673;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-2176,405.317;BALANCA PACIENTE INFANTIL ELETRONICA;BP BABY;FILIZOLA;UTI NEONATAL;1.0;2002-01-01;Em uso;960.0;0.0;0.3666666666666667
HCPE-0104,413.677;BISTURI ELETRONICO MONOPOLAR-BIPOLAR;FORCE FX;COVIDIEN;UNIDADE DE BLOCOS CIRÚRGICOS;1.0;2012-02-01;Em uso;23000.0;0.0;0.3666666666666667
HCPE-1514,413.649;BALANCA PACIENTE INFANTIL ELETRONICA;BP BABY;FILIZOLA;AMBULATÓRIO DE PEDIATRIA;1.0;2002-01-01;Em uso;960.0;0.0;0.3666666666666667
HCPE-1192,414.648;BALANCA PACIENTE PLATAFORMA MECANICA;31;FILIZOLA;AMBULATÓRIO DE IMUNOLOGIA;1.0;1993-01-01;Em uso;1500.0;0.0;0.3666666666666667
HCPE-1518,414.902;BALANCA PACIENTE PLATAFORMA MECANICA;31;FILIZOLA;BRONCOSCOPIA;1.0;1996-01-01;Em uso;1500.0;0.0;0.3666666666666667
HCPE-1570,407.983;BISTURI ELETRONICO MONOPOLAR-BIPOLAR;FORCE FX;COVIDIEN;UNIDADE DE BLOCOS CIRÚRGICOS;1.0;2012-02-01;Em uso;23000.0;0.0;0.3666666666666667
HCPE-1580,407.866;BISTURI ELETRONICO MONOPOLAR-BIPOLAR;FORCE FX;COVIDIEN;UNIDADE DE BLOCOS CIRÚRGICOS;1.0;2012-02-01;Em uso;23000.0;0.0;0.3666666666666667
HCPE-0168,407.648;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0251,758.906;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0250,758.747;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0248,758.960;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0247,758.305;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0242,758.954;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0240,758.951;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0238,758.950;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0234,758.996;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0230,758.903;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0842,757.525;CAMA ELETRICA;ELEGANZA SMART;LINET;11º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-2492,765.036;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0744,407.605;CAMA ELETRICA;ELEGANZA SMART;LINET;10º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-2091,407.823;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1626,408.283;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1624,758.877;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0790,757.241;CAMA ELETRICA;ELEGANZA SMART;LINET;11º SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0515,757.918;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0514,757.588;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0482,410.770;CAMA ELETRICA;ENTERPRISE-8000;ARJOHUNTLEIGH;10° SUL;1.0;2013-01-01;Em uso;15000.0;0.0;0.3666666666666667
HCPE-0134,758.514;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1949,758.454;CAMA ELETRICA;ELEGANZA SMART;LINET;10º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1769,408.292;CAMA ELETRICA;ELEGANZA SMART;LINET;10º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0895,410.931;CAMA ELETRICA;ELEGANZA SMART;LINET;10º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-0745,407.066;CAMA ELETRICA;ELEGANZA SMART;LINET;10º NORTE;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-2222,757.421;CAMA ELETRICA;ELEGANZA SMART;LINET;10° SUL;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1433;CAMA ELETRICA;ELEGANZA SMART;LINET;TOMOGRAFIA;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
HCPE-1432,414.835;CAMA ELETRICA;ELEGANZA SMART;LINET;TOMOGRAFIA;1.0;2012-01-01;Em uso;12000.0;0.0;0.3666666666666667
